Date,FCOM,FUTY,FXG,FXO,FXZ,IDU,IYC,IYR,IYW,PSCE,PSCF,PSCH,PSCU,PYZ,RHS,RYT,USRT,VCR,VGT,VHT,VIS,VOX,VPU,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2000-01-03,,,,,,,,,,,,,,,,,,,,,,,,17.06966,18.988579,9.962534,20.766811,44.701092,15.146212,,14.291565,23.501083,24.143152
2000-01-04,,,,,,,,,,,,,,,,,,,,,,,,16.905344,18.631147,9.52701,20.193062,42.43327,14.719713,,13.860462,22.967794,23.416855
2000-01-05,,,,,,,,,,,,,,,,,,,,,,,,17.603737,19.12262,9.45215,20.103062,41.803299,14.979779,,14.210191,22.761766,23.128839
2000-01-06,,,,,,,,,,,,,,,,,,,,,,,,18.055649,19.859821,9.867239,20.373058,40.41745,15.260653,,14.185829,22.83452,23.391806
2000-01-07,,,,,,,,,,,,,,,,,,,,,,,,18.045374,20.072048,10.030557,21.149334,41.122986,16.228092,,14.307805,23.113235,24.493776
2000-01-10,,,,,,,,,,,,,,,,,,,,,,,,17.983755,19.904501,9.853654,21.149334,42.685249,15.863988,,14.356634,25.47669,24.368559
2000-01-11,,,,,,,,,,,,,,,,,,,,,,,,17.768066,19.926838,9.690328,20.879343,41.475758,15.863988,,14.202077,24.797962,24.230804
2000-01-12,,,,,,,,,,,,,,,,,,,,,,,,17.511303,19.837484,9.880871,20.631821,41.299324,15.947212,,14.055688,24.385916,24.093058
2000-01-13,,,,,,,,,,,,,,,,,,,,,,,,17.583199,20.183743,10.180292,21.025572,41.677334,16.030432,,13.925542,25.113123,24.218285
2000-01-14,,,,,,,,,,,,,,,,,,,,,,,,17.459951,20.060873,10.418434,20.879343,42.634869,16.082449,,14.039386,24.89493,24.155661
2000-01-18,,,,,,,,,,,,,,,,,,,,,,,,17.038862,20.306602,10.071415,20.856817,42.861607,15.811986,,13.982443,24.434397,24.01792
2000-01-19,,,,,,,,,,,,,,,,,,,,,,,,16.710211,20.239599,10.037359,20.789349,42.937237,15.926417,,13.990616,25.016163,23.967838
2000-01-20,,,,,,,,,,,,,,,,,,,,,,,,16.268576,20.239599,9.853654,20.654354,43.18922,15.70796,,14.055688,24.822241,23.64225
2000-01-21,,,,,,,,,,,,,,,,,,,,,,,,16.340466,20.798084,9.731138,20.395594,43.239613,15.531107,,14.511196,24.773764,23.153877
2000-01-24,,,,,,,,,,,,,,,,,,,,,,,,15.9091,20.060873,9.554235,19.81061,41.828533,15.083797,,14.315976,24.034372,22.289841
2000-01-25,,,,,,,,,,,,,,,,,,,,,,,,15.611252,20.016197,9.656274,19.69808,42.722996,14.896552,,13.982443,24.204098,22.427578
2000-01-26,,,,,,,,,,,,,,,,,,,,,,,,15.611252,19.703442,10.016973,19.855612,41.324577,15.031781,,13.917366,24.095032,22.590382
2000-01-27,,,,,,,,,,,,,,,,,,,,,,,,15.693419,19.301329,10.125854,19.968073,40.921398,15.312663,,13.827939,23.949585,22.527765
2000-01-28,,,,,,,,,,,,,,,,,,,,,,,,15.426379,19.077936,9.77199,19.43939,39.45993,15.187834,,13.754688,23.464773,21.638672
2000-01-31,,,,,,,,,,,,,,,,,,,,,,,,15.333945,19.524727,10.044189,19.57439,40.770222,15.468699,,14.389174,23.355633,21.80146
2000-02-01,,,,,,,,,,,,,,,,,,,,,,,,15.611252,19.480053,10.098638,19.43939,41.626945,15.312663,,14.283447,23.658705,22.590382
2000-02-02,,,,,,,,,,,,,,,,,,,,,,,,15.683153,19.602922,9.996552,19.450626,41.929321,15.343868,,14.210191,24.240467,22.440104
2000-02-03,,,,,,,,,,,,,,,,,,,,,,,,15.416109,19.368349,9.93531,19.43939,43.138821,15.135825,,14.185829,24.458597,22.527765
2000-02-04,,,,,,,,,,,,,,,,,,,,,,,,15.395579,18.80987,9.833225,19.518087,43.642769,15.125408,,14.112588,24.543459,22.490196
2000-02-07,,,,,,,,,,,,,,,,,,,,,,,,15.097728,19.022095,9.731138,19.18063,44.146748,15.104611,,14.071932,24.143509,22.014347
2000-02-08,,,,,,,,,,,,,,,,,,,,,,,,15.056637,18.854544,9.840018,19.259399,44.549896,15.291853,,14.104466,24.410124,22.515238
2000-02-09,,,,,,,,,,,,,,,,,,,,,,,,14.758791,18.229038,9.608672,19.056862,43.995564,15.156616,,14.104466,23.973789,22.139566
2000-02-10,,,,,,,,,,,,,,,,,,,,,,,,14.635543,18.60881,9.343268,18.730635,45.041183,14.646888,,13.901128,23.767763,21.939207
2000-02-11,,,,,,,,,,,,,,,,,,,,,,,,14.276085,18.385406,9.36369,18.336889,43.844368,14.366015,,13.657082,23.779875,21.626158
2000-02-14,,,,,,,,,,,,,,,,,,,,,,,,14.512303,18.675829,9.445352,18.629423,43.869522,14.438837,,13.673372,23.343538,21.73885
2000-02-15,,,,,,,,,,,,,,,,,,,,,,,,15.13881,19.457705,9.458939,18.955635,43.995564,14.761327,,13.640837,23.161715,21.788937
2000-02-16,,,,,,,,,,,,,,,,,,,,,,,,14.7896,19.547066,9.261605,18.910645,43.768719,14.553269,,13.583892,22.507265,20.93742
2000-02-17,,,,,,,,,,,,,,,,,,,,,,,,14.758791,19.524727,9.145935,18.989403,44.75148,14.334812,,13.502571,22.495152,20.336342
2000-02-18,,,,,,,,,,,,,,,,,,,,,,,,14.306886,18.955061,8.819294,18.573112,43.239613,14.168371,,13.006352,21.877012,20.035812
2000-02-22,,,,,,,,,,,,,,,,,,,,,,,,14.758791,18.787525,8.900953,18.876871,43.138821,14.39723,,12.957575,21.71946,20.085899
2000-02-23,,,,,,,,,,,,,,,,,,,,,,,,14.594467,18.296049,8.866892,18.730635,44.449104,14.085146,,12.689162,22.058828,20.023293
2000-02-24,,,,,,,,,,,,,,,,,,,,,,,,14.070672,18.094997,8.683189,18.561882,45.003464,13.793876,,12.266192,21.889105,19.384651
2000-02-25,,,,,,,,,,,,,,,,,,,,,,,,13.844719,17.737566,8.628753,18.235662,44.575062,13.450587,,12.20112,21.210373,19.45978
2000-02-28,,,,,,,,,,,,,,,,,,,,,,,,13.885801,18.27371,8.907746,18.291883,44.045933,13.710649,,12.550846,21.586123,20.16103
2000-02-29,,,,,,,,,,,,,,,,,,,,,,,,13.793372,18.69816,8.968979,18.494421,45.053875,13.65864,,12.640332,21.828527,20.586796
2000-03-01,,,,,,,,,,,,,,,,,,,,,,,,13.649573,19.167295,9.091493,18.393122,45.507427,13.533809,,13.193449,22.010345,20.348864
2000-03-02,,,,,,,,,,,,,,,,,,,,,,,,13.351734,19.524727,9.03705,18.460655,45.960983,13.565014,,13.535107,21.913389,20.323835
2000-03-03,,,,,,,,,,,,,,,,,,,,,,,,13.78309,19.211973,9.11871,18.966869,47.233448,13.492199,,13.657082,22.216381,20.699492
2000-03-06,,,,,,,,,,,,,,,,,,,,,,,,13.454436,19.100281,9.030213,18.8881,47.157818,13.169711,,13.274821,21.780041,20.211119
2000-03-07,,,,,,,,,,,,,,,,,,,,,,,,13.023074,20.418301,8.758013,18.134432,45.860203,12.462338,,13.120256,21.380095,19.64761
2000-03-08,,,,,,,,,,,,,,,,,,,,,,,,13.300383,20.083216,8.65597,18.325653,46.666531,12.847239,,13.209742,21.270956,19.885534
2000-03-09,,,,,,,,,,,,,,,,,,,,,,,,13.27983,20.105556,8.703574,18.516886,48.077606,13.190524,,13.315473,21.767948,20.286255
2000-03-10,,,,,,,,,,,,,,,,,,,,,,,,13.392812,19.837484,8.730792,18.561882,48.178391,13.034483,,13.315473,21.586123,20.010765
2000-03-13,,,,,,,,,,,,,,,,,,,,,,,,13.59822,19.547066,8.819294,18.280653,47.472866,12.826426,,13.356134,21.428577,19.847969
2000-03-14,,,,,,,,,,,,,,,,,,,,,,,,13.361994,19.792805,8.785232,18.179432,46.389309,12.753612,,13.26664,21.489155,19.885534
2000-03-15,,,,,,,,,,,,,,,,,,,,,,,,14.163113,19.703442,9.322837,18.910645,45.582977,13.565014,,13.33989,21.598225,21.08769
2000-03-16,,,,,,,,,,,,,,,,,,,,,,,,14.995019,20.552341,10.125854,19.934374,47.170483,14.147565,,13.860462,22.713287,22.640459
2000-03-17,,,,,,,,,,,,,,,,,,,,,,,,14.495262,19.926359,10.128827,19.907829,48.27919,14.088622,,13.971972,22.737562,22.697168
2000-03-20,,,,,,,,,,,,,,,,,,,,,,,,14.670278,19.612556,9.937585,20.020596,48.077606,13.963388,,13.914588,23.173897,22.483881
2000-03-21,,,,,,,,,,,,,,,,,,,,,,,,14.845289,20.240158,10.29961,20.448925,49.337502,14.224291,,13.824441,23.319336,22.734823
2000-03-22,,,,,,,,,,,,,,,,,,,,,,,,14.464377,20.083256,10.388389,20.358738,50.194241,14.109493,,13.504889,23.913212,22.63443
2000-03-23,,,,,,,,,,,,,,,,,,,,,,,,14.907062,20.060833,10.750365,20.832235,51.151756,13.994699,,13.734339,24.010176,22.697168
2000-03-24,,,,,,,,,,,,,,,,,,,,,,,,14.83499,20.105669,10.873328,20.956184,51.592651,13.744232,,13.603228,24.216196,22.772459
2000-03-27,,,,,,,,,,,,,,,,,,,,,,,,14.773234,20.172909,10.518167,20.696966,52.008472,13.566823,,13.79166,24.046556,22.709719
2000-03-28,,,,,,,,,,,,,,,,,,,,,,,,14.495262,20.083256,10.600131,20.640543,50.748581,13.723365,,13.726108,24.070755,22.785004
2000-03-29,,,,,,,,,,,,,,,,,,,,,,,,14.79381,21.136734,10.518167,20.899836,49.261864,14.057317,,13.971972,23.707184,23.236691
2000-03-30,,,,,,,,,,,,,,,,,,,,,,,,15.195317,21.136734,10.538623,21.035109,47.92643,14.245155,,13.939195,23.367821,23.751099
2000-03-31,,,,,,,,,,,,,,,,,,,,,,,,15.185024,21.024656,10.60695,21.068953,48.833542,14.172108,,14.021118,23.791967,23.500175
2000-04-03,,,,,,,,,,,,,,,,,,,,,,,,15.67918,21.383287,11.119204,21.15913,46.767323,14.819142,,14.111272,23.779875,24.202793
2000-04-04,,,,,,,,,,,,,,,,,,,,,,,,15.535049,21.114315,10.675223,20.922421,46.313751,15.236588,,14.307943,23.513254,23.901663
2000-04-05,,,,,,,,,,,,,,,,,,,,,,,,15.411515,20.486717,10.593263,20.843498,46.616146,15.027867,,14.496433,23.355633,23.939308
2000-04-06,,,,,,,,,,,,,,,,,,,,,,,,15.318864,21.024656,10.709407,21.023859,47.220882,14.756533,,14.586591,23.804144,24.190252
2000-04-07,,,,,,,,,,,,,,,,,,,,,,,,15.071779,20.699661,10.49085,21.339491,48.833542,14.568679,,14.545575,23.864721,24.190252
2000-04-10,,,,,,,,,,,,,,,,,,,,,,,,15.442394,20.397057,10.791364,21.373335,47.069698,14.933941,,14.512797,23.707184,24.754847
2000-04-11,,,,,,,,,,,,,,,,,,,,,,,,15.813011,20.755686,10.927967,21.632555,45.910583,15.194833,,14.889786,23.913212,24.93051
2000-04-12,,,,,,,,,,,,,,,,,,,,,,,,16.22481,20.935001,10.97574,21.249317,42.937237,15.372249,,15.020897,23.476881,24.880322
2000-04-13,,,,,,,,,,,,,,,,,,,,,,,,15.771839,20.890169,10.688905,21.30566,42.118248,15.267895,,15.03726,22.883011,24.416084
2000-04-14,,,,,,,,,,,,,,,,,,,,,,,,14.907062,20.441881,9.821486,19.907829,39.913471,14.516499,,14.488253,21.501255,22.483881
2000-04-17,,,,,,,,,,,,,,,,,,,,,,,,14.927647,19.948769,9.903444,20.392576,42.080509,14.933941,,14.266979,21.683096,22.508968
2000-04-18,,,,,,,,,,,,,,,,,,,,,,,,14.649687,20.049627,10.29961,20.4715,44.474258,15.027867,,14.307943,22.276958,22.985746
2000-04-19,,,,,,,,,,,,,,,,,,,,,,,,14.464377,20.486717,10.16301,20.550364,43.012791,15.205272,,14.439057,22.858728,23.161409
2000-04-20,,,,,,,,,,,,,,,,,,,,,,,,14.824698,20.520338,10.354245,20.719475,42.634869,15.194833,,14.488253,22.955687,23.462532
2000-04-24,,,,,,,,,,,,,,,,,,,,,,,,14.855593,20.74448,10.600131,20.742056,41.324577,15.612281,,14.881597,22.628424,23.713467
2000-04-25,,,,,,,,,,,,,,,,,,,,,,,,14.876167,20.778105,10.927967,21.824242,43.718334,15.539221,,15.324088,23.198086,24.140062
2000-04-26,,,,,,,,,,,,,,,,,,,,,,,,14.618806,21.047071,10.709407,21.497276,42.886852,15.361812,,15.291311,23.440498,24.114962
2000-04-27,,,,,,,,,,,,,,,,,,,,,,,,14.56733,21.338455,10.49085,21.519859,44.222282,15.361812,,14.947158,23.295057,23.613089
2000-04-28,,,,,,,,,,,,,,,,,,,,,,,,14.680573,20.710861,10.709407,21.373335,44.348312,14.923501,,14.93892,23.513254,23.010847
2000-05-01,,,,,,,,,,,,,,,,,,,,,,,,14.659978,21.047071,10.470347,21.869343,44.978233,15.111354,,14.93892,23.585938,23.713467
2000-05-02,,,,,,,,,,,,,,,,,,,,,,,,15.112959,21.349665,10.367887,21.643877,44.146748,15.153092,,14.398095,23.113235,23.55035
2000-05-03,,,,,,,,,,,,,,,,,,,,,,,,14.865877,20.800524,10.183468,20.922421,42.231693,15.153092,,14.447241,22.470886,22.433689
2000-05-04,,,,,,,,,,,,,,,,,,,,,,,,15.020308,21.338455,10.026407,20.956184,41.929321,15.153092,,14.422697,22.398197,22.069836
2000-05-05,,,,,,,,,,,,,,,,,,,,,,,,15.01001,21.562597,10.094686,21.328238,43.075764,15.507916,,14.455472,22.373922,22.345856
2000-05-08,,,,,,,,,,,,,,,,,,,,,,,,14.927647,21.831572,10.292747,21.316908,41.5513,15.831431,,14.553804,22.422392,22.283125
2000-05-09,,,,,,,,,,,,,,,,,,,,,,,,15.195317,21.84277,10.265426,21.147871,40.782791,15.904492,,14.504613,22.264854,22.508968
2000-05-10,,,,,,,,,,,,,,,,,,,,,,,,15.01001,21.910023,9.992227,20.93367,38.804775,15.800124,,14.783261,22.228472,22.508968
2000-05-11,,,,,,,,,,,,,,,,,,,,,,,,15.205602,22.593668,10.292747,21.45219,39.900822,15.779258,,15.004478,22.204279,22.709719
2000-05-12,,,,,,,,,,,,,,,,,,,,,,,,15.257086,22.672119,10.408889,21.711479,40.41745,15.570537,,14.766844,22.592119,23.035942
2000-05-15,,,,,,,,,,,,,,,,,,,,,,,,15.524756,23.142807,10.873328,22.07221,41.173378,15.956666,,15.053672,22.967794,23.111223
2000-05-16,,,,,,,,,,,,,,,,,,,,,,,,15.360041,22.694525,10.811826,22.275158,42.408039,15.883615,,14.988111,23.270853,23.286879
2000-05-17,,,,,,,,,,,,,,,,,,,,,,,,15.401217,22.806608,10.627446,22.128563,41.803299,15.9358,,14.758667,23.004169,22.734823
2000-05-18,,,,,,,,,,,,,,,,,,,,,,,,15.277677,22.772976,10.764045,22.027115,40.744968,15.904492,,14.881597,22.979975,23.186497
2000-05-19,,,,,,,,,98.38295,,,,,,,,,,,,,,,15.318864,22.817804,10.572808,21.418419,39.157562,16.019287,,14.602949,22.373922,22.59679
2000-05-22,,,,,,,,,95.021332,,,,,,,,,,,,,,,15.236495,22.627287,10.709407,21.046373,38.981121,15.967101,,14.701282,22.119406,22.258036
2000-05-23,,,,,,,,,97.150368,,,,,,,,,,,,,,,15.020308,22.537632,10.777688,20.956184,37.091316,15.883615,,14.430872,21.937588,22.15766
2000-05-24,,,,,,,,,96.141876,,,,,,,,,,,,,,,14.958532,22.560041,10.914278,21.260574,38.552795,16.228001,,14.676689,22.083036,21.756165
2000-05-25,,,,,,,,,94.797264,,,,,,,,,,,,,,,14.412904,22.145378,10.641085,20.877321,37.922813,16.186266,,14.430872,21.913389,21.555414
2000-05-26,,,,,,,,,94.685188,,,,,,,,,,,,,,,14.186411,22.156578,10.600131,20.764561,38.048836,16.23844,,14.717705,21.743666,21.103729
2000-05-30,,,,,,,,,100.652046,,,,,,,,,,,,,,,14.340835,22.470373,10.818686,21.136549,40.518238,16.144522,,14.824223,22.640606,21.266846
2000-05-31,,,,,,,,,103.285271,,,,,,,,,,,,,,,14.217299,23.142807,10.948427,21.283148,39.737061,15.987979,,14.906143,22.883011,21.768713
2000-06-01,,,,,,,,,105.750481,,,,,,,,,,,,,,,14.25847,22.929874,11.310444,21.45219,41.526142,16.029722,,15.012713,22.737562,21.931822
2000-06-02,,,,,,,,,111.829353,,,,,,,,,,,,,,,14.495262,22.145378,11.774885,21.610043,43.415951,15.476616,,14.963514,23.295057,22.534071
2000-06-05,,,,,,,,,113.061943,,,,,,,,,,,,,,,14.371718,21.831572,11.508508,21.576216,43.541985,15.45573,,14.619364,23.222378,22.408596
2000-06-06,,,,,,,,,111.577232,,,,,,,,,,,,,,,14.392314,22.683319,11.255803,21.418419,42.937237,15.507916,,14.963514,23.028452,21.693428
2000-06-07,,,,,,,,,112.921906,,,,,,,,,,,,,,,14.083465,22.391933,11.419722,21.316908,43.743565,15.6749,,15.020897,22.967794,21.693428
2000-06-08,,,,,,,,,112.697769,,,,,,,,,,,,,,,14.062879,22.504009,11.228486,20.978764,43.541985,15.6749,,15.111049,22.786051,21.480135
2000-06-09,,,,,,,,,114.070419,,,,,,,,,,,,,,,14.042282,22.358318,11.037242,21.057693,43.642769,15.852312,,15.299492,23.125404,21.128819
2000-06-12,,,,,,,,,111.605263,,,,,,,,,,,,,,,14.124646,22.862627,11.132846,21.080204,42.735645,15.831431,,15.233926,22.907206,20.601864
2000-06-13,,,,,,,,,112.501701,,,,,,,,,,,,,,,13.723144,22.862627,11.119204,21.170383,43.642769,16.008844,,15.561724,22.592119,21.003355
2000-06-14,,,,,,,,,111.157043,,,,,,,,,,,,,,,14.083465,22.82901,11.310444,21.125298,42.836445,16.217567,,15.49616,22.979975,21.078642
2000-06-15,,,,,,,,,112.697769,,,,,,,,,,,,,,,14.083465,22.504009,11.044065,21.328238,43.69318,16.520216,,15.414235,23.63442,21.028444
2000-06-16,,,,,,,,,112.87986,,,,,,,,,,,,,,,14.149658,22.883106,10.527092,20.95433,43.844368,16.21319,,15.242021,23.367821,20.792124
2000-06-19,,,,,,,,16.094816,117.768181,,,,,,,,,,,,,,,13.694556,22.691668,10.801229,20.739754,45.230206,16.244566,,15.489753,23.513254,20.766972
2000-06-20,,,,,,38.428406,,16.163031,118.230423,,,,,,,,,,,,,,,13.44631,22.567799,10.664164,20.095821,45.356228,15.962141,,15.324615,23.476881,20.314419
2000-06-21,,,,,,38.935432,,16.241993,119.729134,,,,,,,,,,,,,,,13.384254,22.9732,10.581924,20.174915,45.759396,16.275948,,15.374128,23.367821,20.176153
2000-06-22,,,,,,38.323509,,16.249172,116.619652,,,,,,,,,,,,,,,13.384254,22.365086,10.575039,19.734335,44.348312,15.920309,,15.275062,23.319336,20.088152
2000-06-23,,,,,,38.323509,,16.249172,113.790314,,,,,,,,,,,,,,,13.394605,22.646622,10.499678,19.94899,43.403362,16.108591,,15.324615,22.883011,20.213858
2000-06-26,,,,,,38.271076,,16.023041,114.014427,,,,,,,,,,,,,,,13.084297,22.466444,10.664164,20.423466,43.69318,16.317787,,15.275062,22.664808,20.213858
2000-06-27,,,,,,37.431873,,16.252748,113.706238,,,,,,,,,,,,,,,13.611807,22.308777,10.766938,20.51383,43.264767,16.568832,,14.862238,22.61632,20.792124
2000-06-28,,,,,,37.46685,51.921818,16.252748,114.742775,,,,,,,,,,,,,,,13.580774,22.117336,10.684693,20.773588,43.69318,16.568832,,14.98605,22.519361,20.716698
2000-06-29,,,,,,37.903904,51.921818,16.252748,113.272057,,,,,,,,,,,,,,,13.332532,22.16238,10.677851,20.412113,42.836445,16.715271,,14.74662,22.858728,20.364719
2000-06-30,,,,,,36.802464,51.704346,16.252748,114.350563,,,,,,,,,,,,,,,13.00155,21.869587,10.417438,20.446024,43.69318,16.893097,,14.399861,22.931484,20.590984
2000-07-03,,,,,,36.802464,51.704346,16.346075,115.247002,,,,,,,,,,,,,,,13.363569,22.004721,10.609336,20.717127,43.995564,16.924477,,14.829209,22.883011,20.867546
2000-07-05,,,,,,36.802464,51.704346,16.496838,110.008522,,,,,,,,,,,,,,,13.425632,21.09255,10.725835,20.536383,42.584465,16.966316,,14.961319,23.028452,21.118956
2000-07-06,,,,,,37.589218,52.846077,16.547085,112.837852,,,,,,,,,,,,,,,13.073958,21.306511,10.808078,20.479933,43.239613,16.987236,,14.977805,22.979975,21.269806
2000-07-07,,,,,,37.973854,54.123741,16.669125,115.527122,,,,,,,,,,,,,,,13.011894,21.407862,10.993138,20.581575,43.945148,16.872175,,15.1347,23.173897,22.300621
2000-07-10,,,,,,38.900467,54.123741,16.65477,114.084419,,,,,,,,,,,,,,,13.198078,21.509222,11.020549,20.604198,43.466347,17.029085,,15.1347,22.979975,22.627459
2000-07-11,,,,,,38.935432,54.123741,16.647593,112.921906,,,,,,,,,,,,,,,13.901426,22.275,11.075378,20.999517,43.113575,17.039534,,14.994348,22.725386,22.790871
2000-07-12,,,,,,39.092793,54.123741,16.568626,116.955818,,,,,,,,,,,,,,,13.829014,21.982199,11.232979,21.078608,44.222282,16.694349,,15.060403,23.149618,22.853725
2000-07-13,,,,,,38.952908,54.123741,16.554272,119.869209,,,,,,,,,,,,,,,13.98417,21.64435,11.123322,21.248072,45.079033,16.44331,,15.126454,23.222378,22.426329
2000-07-14,,,,,,38.952908,55.428581,16.518377,122.110229,,,,,,,,,,,,,,,13.704897,21.621836,11.308378,21.462711,45.910583,16.255037,,14.91999,23.585938,22.702881
2000-07-17,,,,,,39.40749,55.238289,16.590158,123.090721,,,,,,,,,,,,,,,13.487688,21.340302,11.095906,21.586914,46.288521,16.338709,,14.796179,23.295057,22.577173
2000-07-18,,,,,,39.40749,55.238289,16.640417,119.673111,,,,,,,,,,,,,,,13.280823,21.531746,11.11648,21.643448,45.356228,16.359627,,14.738374,22.931484,22.627459
2000-07-19,,,,,,39.390678,54.776157,16.582481,115.975342,,,,,,,,,,,,,,,13.280823,21.475435,11.075378,21.462711,44.348312,16.380556,,14.886965,23.076929,22.338316
2000-07-20,,,,,,39.390678,54.776157,16.604202,118.776672,,,,,,,,,,,,,,,13.177387,21.261465,11.356362,21.722464,45.280594,16.108591,,14.647533,23.440498,22.275469
2000-07-21,,,,,,39.390678,54.776157,16.843166,115.919289,,,,,,,,,,,,,,,13.23945,20.856064,11.322105,21.688637,44.29792,16.150434,,14.796179,22.858728,22.225187
2000-07-24,,,,,,39.390678,54.776157,16.980749,113.047951,,,,,,,,,,,,,,,13.260135,20.642088,11.390625,21.530458,43.214375,16.485157,,14.74662,22.640606,21.873213
2000-07-25,,,,,,39.390678,54.776157,16.973511,114.350563,,,,,,,,,,,,,,,13.094635,20.450647,11.411193,21.575636,43.945148,16.192272,,14.870485,22.6527,21.923489
2000-07-26,,,,,,39.268131,53.444115,17.216093,112.193542,,,,,,,,,,,,,,,13.011894,20.619583,11.356362,21.304529,43.365551,16.202724,,14.730128,22.470886,21.848063
2000-07-27,,,,,,39.705818,53.525677,17.407991,109.364197,,,,,,,,,,,,,,,13.156702,21.329044,11.390625,21.157694,42.105644,16.317787,,14.672321,22.61632,22.024061
2000-07-28,,,,,,39.390678,52.098495,17.404366,104.111649,,,,,,,,,,,,,,,13.053269,21.171381,11.143893,20.446024,40.543396,16.453766,,14.581485,22.373922,21.345236
2000-07-31,,,,,,39.355659,51.867451,17.284882,107.823433,,,,,,,,,,,,,,,13.115329,21.03624,11.335799,20.762316,41.374969,16.275948,,14.622753,22.592119,20.91782
2000-08-01,,,,,,39.355659,51.867451,17.650574,105.722466,,,,,,,,,,,,,,,13.125668,21.430391,11.411193,20.9205,40.896152,16.81988,,14.944784,22.786051,21.219526
2000-08-02,,,,,,40.773746,51.867451,17.683159,104.447838,,,,,,,,,,,,,,,13.208412,21.835806,11.397466,20.830122,40.719822,16.809422,,15.192515,22.883011,21.219526
2000-08-03,,,,,,41.526535,51.867451,17.552805,106.674896,,,,,,,,,,,,,,,13.353233,21.531746,11.699022,20.863956,41.500916,16.903561,,15.217241,23.004169,21.118956
2000-08-04,,,,,,41.526535,51.867451,17.277643,106.744919,,,,,,,,,,,,,,,13.229112,21.621836,12.151377,21.123785,41.500916,16.778034,,15.1347,23.476881,21.030954
2000-08-07,,,,,,42.489414,51.867451,17.277643,110.24662,,,,,,,,,,,,,,,13.487688,21.903368,12.185639,21.7451,42.357632,16.568832,,15.431943,23.295057,21.596655
2000-08-08,,,,,,42.979607,54.694614,17.306608,110.960953,,,,,,,,,,,,,,,13.81868,21.948412,12.185639,21.937115,42.43327,16.642059,,15.027378,23.367821,22.237761
2000-08-09,,,,,,42.576942,54.694614,17.321093,111.367149,,,,,,,,,,,,,,,13.829014,22.34256,12.103395,22.129129,42.584465,15.962141,,14.787884,23.149618,21.848063
2000-08-10,,,,,,42.410622,54.694614,17.407991,108.803909,,,,,,,,,,,,,,,13.622148,22.545267,12.034884,22.072664,41.677334,16.244566,,14.787884,23.198086,21.219526
2000-08-11,,,,,,42.874573,54.694614,17.436954,108.271667,,,,,,,,,,,,,,,13.901426,22.522743,12.219893,22.321222,41.828533,16.359627,,14.953024,23.343538,21.521231
2000-08-14,,,,,,43.539825,54.694614,17.4804,110.876915,,,,,,,,,,,,,,,13.901426,22.838053,12.377536,22.54714,42.685249,16.411932,,15.043859,23.61022,21.797783
2000-08-15,,,,,,43.574841,54.694614,17.379019,111.927452,,,,,,,,,,,,,,,13.98417,22.747971,12.151377,22.264683,42.786053,16.380556,,15.142941,23.488981,21.169241
2000-08-16,,,,,,43.592358,52.737328,17.436954,112.501701,,,,,,,,,,,,,,,13.98417,23.063292,12.007466,22.163034,42.836445,16.547911,,14.928292,23.149618,20.754406
2000-08-17,,,,,,44.073795,52.492676,17.462294,114.980881,,,,,,,,,,,,,,,14.015205,23.603834,12.165065,22.276043,43.642769,16.453766,,14.730128,23.367821,20.766972
2000-08-18,,,,,,43.995007,52.492676,17.306608,115.58316,,,,,,,,,,,,,,,13.76697,23.333555,12.075974,22.20822,43.69318,16.255037,,14.812674,23.367821,21.043545
2000-08-21,,,,,,43.767422,52.465496,17.241438,115.443092,,,,,,,,,,,,,,,13.694556,23.423647,12.171946,22.524515,43.89476,16.42239,,14.911749,23.440498,20.540699
2000-08-22,,,,,,43.81995,52.465496,17.292128,115.639168,,,,,,,,,,,,,,,13.560096,23.356087,12.302138,22.479326,43.89476,16.359627,,14.730128,23.149618,20.942968
2000-08-23,,,,,,44.450203,52.846077,17.103857,117.460052,,,,,,,,,,,,,,,13.498036,23.964193,12.144538,22.366394,44.323063,16.464237,,14.845696,23.173897,20.817259
2000-08-24,,,,,,43.732418,52.655777,16.984373,118.342476,,,,,,,,,,,,,,,13.518723,23.446182,12.123973,22.603603,44.738823,16.359627,,14.812674,23.113235,20.817259
2000-08-25,,,,,,43.189701,52.655777,16.959024,118.216431,,,,,,,,,,,,,,,13.44631,23.513748,11.95948,22.705257,44.587639,16.42239,,14.796179,23.501083,21.005825
2000-08-28,,,,,,43.995007,52.710155,16.984373,120.17733,,,,,,,,,,,,,,,13.425632,23.603834,12.185639,23.010263,44.953064,16.370089,,15.060403,23.270853,20.666418
2000-08-29,,,,,,43.627365,52.710155,16.828684,120.569527,,,,,,,,,,,,,,,13.23945,23.626354,12.062292,22.863441,45.003464,16.119043,,14.928292,23.379919,20.578411
2000-08-30,,,,,,43.977501,52.275204,16.915575,120.387451,,,,,,,,,,,,,,,13.270482,23.423647,12.171946,22.648783,44.701092,16.045826,,15.076885,23.537464,20.339567
2000-08-31,,,,,,44.642769,51.921818,17.024199,122.642517,,,,,,,,,,,,,,,13.415282,23.333555,12.487194,22.818258,45.582977,16.077209,,15.192515,23.392021,20.050446
2000-09-01,,,,,,44.887875,51.921818,16.922819,122.978699,,,,,,,,,,,,,,,13.280823,23.570057,12.28161,23.021544,45.608223,15.983058,,15.374128,23.367821,20.452702
